TIMESTAMP,TRANSACTION_HASH,PROPOSER,PROPOSAL_ID
2023-05-09T21:24:59Z,0x1b4b683d6f0edafa25f76775fc2904a64c8512f8038e35bce88c6a843d221b1d,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,39
2023-04-26T21:24:11Z,0x81afe03ed716db1cfb2b5171244fd0956d65b90f3f03450a203c569eab3ac33d,0x3571d58d9bdcc918772b7f6c41b05dea1a5e2175,38
2023-04-12T15:57:23Z,0x521a7b9599b6e39d380f09cc1997c06cc441840e87973624af9b0596b3ee7dae,0xed11e5ea95a5a3440fbaadc4cc404c56d0a5bb04,37
2023-04-07T22:56:11Z,0x59d1648c1ed1dc60c3dff94ce480f87c562e4810edb647401922f7d53fc7e380,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,36
2023-04-06T22:42:59Z,0x7acf7ec6175ffb7351da6905fa9db5674f4d4a289a49aa5e813e5990a48c381d,0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,35
2023-04-06T19:29:35Z,0xbd4a57bc26c884e2d24e72887525652caca6374a331954d613129aed060d6264,0xe63e2cdd24695464c015b2f5ef723ce17e96886b,34
2023-03-10T00:36:35Z,0x0feefcac41077908bfba8a36bbdeed7e5b32fdcf6c391a4f1278b4aabb801c14,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,33
2023-02-08T03:56:23Z,0xb45bb1c7af8bf87245d5dac3b688795bd90da15c360039c846403303c53bb787,0xa6e8772af29b29b9202a073f8e36f447689beef6,32
2023-02-03T02:36:11Z,0x1d0e1766e594bce4ba95a3af0e9d93b44763d87021fab677249e5a0713e739bd,0xa559f6d6b5a5661e46dec454751683294bb26b9e,31
2023-01-25T21:28:59Z,0x7fa2ad72a87ee236a426f0587cdf23444baa4f875a63b90a3022fe5d4b633625,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,30
2022-12-16T21:50:35Z,0x2f21c7b54a13e9391ea7473a08129cb36443b0c0265346d20dc901b4b97b19e3,0xeccc6bf1c7b747efdb151163e2b5e0a4058e1d50,29
2022-12-14T17:56:11Z,0xff8fca757f3843f4f10c84ea52edcb75961a346f7218d526bd7392ec2eb8ef2a,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,28
2022-12-13T21:58:35Z,0x1d7dfe4d915957ae464e41001ac0ae8dd90e5b21dbc88f39968a005b222d12ad,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,27
2022-12-12T20:41:35Z,0xb3121b81168557d1db6368d25daa25bd326c8edc13a378ac77df75412bd8104c,0xeccc6bf1c7b747efdb151163e2b5e0a4058e1d50,26
2022-10-06T17:35:23Z,0xb6cce24e8be56bd6b189ee6426f4f608d791a22600b27efafa7e6279c4e4d8bb,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,25
2022-08-15T16:11:16Z,0x9915654df9bee34644e0d587999420e0db823bedfa5523fd2b3ad22e97bb082b,0xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1,24
2022-07-07T15:25:12Z,0x3813f9f96a18b22a49ee20181c2948a81c36ab524d946868c8b0116dc7c74787,0xa6e8772af29b29b9202a073f8e36f447689beef6,23
2022-06-15T20:29:52Z,0xe3c121fb9e031ad30bfac91b251d74d8061692d0663fc0475491832fa5b860c1,0xb7771f70633c7e54e61dd38d01c26da0e86be1a5,22
2022-06-14T20:38:37Z,0x723b9b1e4c59287dc42500d1aef74a6d53429578f566996ea566085d8cc956a7,0xb7771f70633c7e54e61dd38d01c26da0e86be1a5,21
2022-05-11T18:28:05Z,0x22245c4443dc46bde21a1ee8c6f12fc291d54cf901f61d074a28167934ec8062,0x5d8908afee1df9f7f0830105f8be828f97ce9e68,20
2022-05-10T20:29:14Z,0x4eb91fdd8e0dd24a8b6c01694dc1009a99633ee58fafda106325f4d8c345451f,0x7ae109a63ff4dc852e063a673b40bed85d22e585,19
2022-05-05T20:28:36Z,0x7cc31c5f6534cf13b14ae61b5475efd6f84954573540f443ba2fd128156965af,0x7ae109a63ff4dc852e063a673b40bed85d22e585,18
2022-05-05T19:29:52Z,0x095b47b5f48b22b94df7f493e59f2466cc488cd4e900e50146b71de0856b41c8,0x5d8908afee1df9f7f0830105f8be828f97ce9e68,17
2022-04-20T21:46:11Z,0x5f42bd593071a2cca4ef4d3697c563149443ca4584a411e9fcd3ec51774aa929,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,16
2022-04-19T21:53:25Z,0xe18f3128554222de5782db67fda9d922c442af3c80abbd659cfe52d9ea0d6cfa,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,15
2022-03-31T18:30:24Z,0x3a145e0d038b87cd734f1bc0d73e7f488ee9d945727e75b03c15bc37d4d43865,0xa6e8772af29b29b9202a073f8e36f447689beef6,14
2022-03-19T16:49:29Z,0x5bb26c218be61fdc1343cf3e73c0bc3a3afd52a228d681b27ab9614afa170817,0x8c64c3d24c4df13b451d5bc9292b75e5dba2e02a,13
2022-03-17T13:44:32Z,0xab37fabfcb0e474412825fd66befbee46ee21e2e74974a872aaa683ba34ca714,0x8c64c3d24c4df13b451d5bc9292b75e5dba2e02a,12
2022-02-28T22:54:12Z,0x86757520c2e1545e14d8f9d2d60d412dd877e454299a0c964d20dd99392897d6,0xa6e8772af29b29b9202a073f8e36f447689beef6,11
2021-12-09T23:08:52Z,0xf489132e82f387b5678b4c66d03e593c2f1f39413fd8a9e19310d6188347281d,0x9b68c14e936104e9a7a24c712beecdc220002984,10
2021-11-02T14:48:12Z,0x00723e6da4a7a3d13735ee82065069bcd47d92a67460a6021310a3380c7ba339,0x9b68c14e936104e9a7a24c712beecdc220002984,9
2021-08-30T22:47:10Z,0x37b18c7587269362376d5cb6ccdf843b54119e791f56ba917ddf48090cecd6a1,0x4d3648684180d4097cea59d9c9ca05427ed33d54,8
2021-08-30T22:41:27Z,0xde5799cc28099d5d0a5f0614f3daad369344537658cb5bbb1243c07303ef79d1,0x06940204cef536d57645394b54e34bc9b0ef0537,7
2021-08-30T22:37:26Z,0x34d0271ec83b7b36268504885f20d91ba8432935a40862925ea6fb308d5c27b9,0x3aeba9c14de0c77da5ee1cdecf57b130db0f49d0,6
2021-06-12T14:33:20Z,0x187cb397d5536d3ad610a456a5de6ccd66490a23261b65f2b6d6326a8a30c817,0x61c8d4e4be6477bb49791540ff297ef30eaa01c2,5
2021-08-30T22:32:20Z,0xb0a51195f51af03d0ac19098d66a40caf35b1e1be555611e379a30c5bbf68240,0xce3c6ee6d78b59b2aa66050d2d31d3223c850574,5
2021-06-03T19:45:33Z,0xacda6ebe63dfc2b34a8b3e3f6297a424e4cf25cd68add6613f902099bd7432e4,0xa13a5a31b891f3da7074b740b694769bd0f1bb23,4
2022-03-15T14:13:48Z,0xc8f2aed77efe5b8aed18432d1cbd52119aa82d16dcae927a49b2bcd5575c2105,0x7cf4c466f4cab5efb24ce0a5c4cbe90a93fb2769,4
2021-08-30T22:27:58Z,0x772be6ec0533a82a7d24baa32fb9af39c068a293adc7338b263a9f82a77c2a91,0xb4428b8f878d60834bb2126c56735d0827a7ccda,4
2021-08-30T22:23:48Z,0x95670229440b845b62716907046431a00f98a1bb56d1ebc216af376c832b7272,0x4cabb1dd23515747c483a95ef2b60731699ceaea,3
2020-12-17T23:59:31Z,0xe40df7b13cc0340b61f8830da0578ce8ae6923b288695d07138539432c8b9d72,0x76f54eeb0d33a2a2c5ccb72fe12542a56f35d67c,3
2021-08-14T01:06:23Z,0xbe2da94dac443b3b6332afca30f6c28d21ad52209145da5493d8136de8b1e02f,0x52886bd557eb46b70949d7c857230d6a32f6d119,2
2021-08-30T22:20:33Z,0x847596f77ed4c5ddeb725494adeade3d9e5ae6b64cc56843ff8ee31f24fd90b3,0x23122238253343ea36088ee1f19951904594506f,2
2020-10-24T19:05:32Z,0x4acfb810581178160df02e58fceb7fb9c084dd89f3a69346168212cd5f7913db,0x7e4a8391c728fed9069b2962699ab416628b19fa,2
2021-06-22T22:07:36Z,0x2aa57e6c477f9d993a4cf7855a3de33ee17d7f5837d8802a9a696dee7611193f,0x61c8d4e4be6477bb49791540ff297ef30eaa01c2,1
2020-10-12T18:08:52Z,0xe0ec0bcb3549cba4a3fddc4aedf83023090b1c3a6d4373cd8efc50d0c7dd550c,0x7e4a8391c728fed9069b2962699ab416628b19fa,1
2021-08-30T22:16:12Z,0x52371bf3cc7dc7169203e70e2e914c31408021d38c6b44d8c8652099e2fa5c12,0x81a7f10003d5ca866da96299ff1d3c673afcc138,1
